"text","label"
"Yuko você não me tomba com essa história de odiar sardinha #MasterChefBR","1"
"Masterchef eu te venero #MasterChefBR","2"
"Ai tô nervosa #MasterChefBR","0"
"Queria dormir cedo, mas tem #MasterChefBR","1"
"@user , além de ser o que cozinha melhor, ainda é o que tem os comentários mais engraçados #MasterChefBR  #teamLeo","2"
"Globo contrate a Cora 😘 #Encontro","0"
"#VideoShowAoVivo sonha comigo é bem melhor na voz do Rafael Vitti","1"
"Assistindo #VideoShowAoVivo  @otacosta","2"
"Otaviano sabe que é péssimo e sem carisma, é por isso que interrompe todo mundo o tempo todo, até a Fátima Bernardes. #VideoShowAoVivo","0"
"#edecasa  aqui em casa ultilizou tábua de acrílico tem algum plobema.","1"
"#VideoShowAoVivo  moro em Jequié-Ba ""Dim-Dim"" aqui é chamado de Apolo ou Geladinho","2"
"Yuko e Vitor B ah naoo, enqto isso Nayane, Leonardo e Miriam ainda na competição que merdaaaa #MasterChefBR","0"
"Cristiane Torllona kkkkkkk #VideoShowAoVivo","1"
"Melhor episódio da Temporada!!! #MasterChefBR","2"
"Pelo amor de deus, tira esse tradutor das entrevistas, coloca legenda @user #thenoite","0"
"Como a Sheron vai fazer com a novela ? #Encontro","1"
"Outro comentário avulso: mal posso esperar pela participação da Daniela Mercury no #MasterChefBR","2"
"Pior que a fala desse rapaz do #Encontro é a falar de muitos machistas. Isso AINDA é real.","0"
"🙀 vivi pra ouvir #Slipknot no #MaisVocê","1"
"Que show de violino no #Encontro 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻","2"
"""homem que é homem não tem que lavar louça"" NOS POUPE #Encontro","0"
"Que acho/'quero' vai embora Vitor B &gt;&gt; Nayane &gt;&gt; Fabrizio #MasterChefBR","1"
"tadinho do muso, porém corajoso #MasterChefBR","2"
"Blogueira de moda a 10 anos. Não sei garimpar.... Ué também ganham tudo, assim até eu seria péssima meu amor #VideoShowAoVivo","0"
"#Encontro o maluco do reagge ta brabo. Kkkkk Fátima concordando pra ele finalizar o assunto... Vai até deixar o cara cantar","1"
"É a Claudia Raia com certeza! #VideoShowAoVivo","2"
"Miriam bem morphética #MasterChefBR","0"
"Gente. Que look é esse da Tiê??? #encontro","1"
"#MasterChefBR se mídia desse mais atenção para esse programa da @user seria um fenômeno em audiência!!","2"
"Não consigo olhar para a Sandy @user e imaginar ela peidando!! #Encontro","0"
"""Eu gostaria"" #TheNoite","1"
"#ConversaComBial com as lindas @user  altas risadas! ❤ Parabéns,meninas!😘","2"
"Nada contra, mas fico me perguntando o que o #conversacomBial tem de novo. Só reciclaram o que o Jô fazia.","0"
"Mas o professor falou a real, nem tudo é preconceito, porem ele existe! #Encontro","1"
"""O ator é um estudante do comportamento humano"" #ConversaComBial  psicologia e dramaturgia têm coisas em comum","2"
"#MasterChefBR hj tem q sair essa Miriam aff","0"
"Assistindo #DomingoLegal","1"
"Vivi Pasmanter maravilhosa!! #VideoShowAoVivo","2"
"E no #MaisVoce de hoje,tivermos torta de climão,quer dizer nhoque de abóbora!","0"
"#MaisVocê @nadiabochi  É  o máximo só fã.👏👏👏","1"
"Capricha na prova Vitor B. 😉 #MasterChefBR","2"
"Bial malicioso pra CARALHO brinca que não é, mas é em TODO programa #ConversaComBial","0"
"Consolidados - GLOBO (09/05):  #JornalHoje 12.4 #VídeoShowAoVivo 10.0 #SessãoDaTarde 11.3 #SenhoraDoDestino 16.0","1"
"Sophia falando da Mel!!!😍😍😍 #melphia #videoshowaovivo","2"
"Léo Lins é completamente treze 😂😂 #TheNoite","0"
"Q lindo q a @user  não sabia o q vestir hj e pegou uma blusa do @user  #VideoShowAoVivo","1"
"Essa coisa fofa e muito linda é o Nicolas prattes ,sofia e Otaviano amo vcs ,bjs  #VideoShowAoVivo","2"
"#VideoShowAoVivo a Marcela foi no local errado. Essas expressões são do Pará. Nada a ver essa reportagem. O povo nem sabia os significados.","0"
"shippo Joaquim  e Fátima rs #Videoshowaovivo","1"
"Porra com a Deborah colocando a Miriam pra liderar o time adversário no próximo ep kkkkkkkkkkkkkkkkkkkk Deborah icone #MasterchefBR","2"
"Se Yuko sair eu desisto deste #MasterChefBR","0"
"O desarmamento não acaba com a violência, assim como a proibição da maconha não acaba com o tráfico. Me julguem  #TheNoite","1"
"#Encontro na vdd quando as pessoas se apaixonam e só vai ver a idade depois ai isso não importa mais 😍","2"
"Não entendo essa super proteção com a Miriam. Desnecessário isso. #MasterChefBR","0"
"Eu gosto mais não gosto da Yuko #MasterChefBR","1"
"Fiquei feliz pelo Fernando ❤️ #MasterChefBR","2"
"Mentira que o Vitor lambeu os dedos e pegou no frango dnv #MasterChefBR","0"
"Enfia whey protein nesse povo, ja vão se dar por satisfeitos #MasterChefBR","1"
"Me inspirei no episódio do #MasterChefBR (sim, só vi hj!) e vou fazer um jantar super digno com sardinha em lata! 😋","2"
"#VideoShowAoVivo  Pena que eu perdi!!!!","0"
"Gente porque não gostam da Miriam, me expliquem plissss . não assisti outras edições. #MasterChefBR","1"
"Caiu uma lágrima aqui nessa cena de A Favorita Nelson Xavier ficará pra sempre em nossa memória #VideoShowAoVivo","2"
"ai gnt ta dando aflição esse povo batendo no azul!! A Miriam tem q sair hj galeraa  #MasterChefBR","0"
"Hoje eu nem comentei sobre #MasterChefBR","1"
"Qdo o telefone do @user tocou, achei q era o meu. Fiquei caçando o barulho. Não acreditei q era da televisão. 😂😂😂 #ConversaComBial","2"
"Que fome da porra! Aí eu invento de ir assistir #MasterChefBR","0"
"Dá vontade de pegar o filho do Serginho, agarrar e não largar mais!! 😍😍😍 #AltasHoras","1"
"#MasterChefBR vem q vem","2"
"#MaisVoce gosto muito da Ana Maria mas esse cabelo dela tá muito feio!!! Muito amarelo!!! Desculpe mas é  verdade! !!","0"
"""vou nem perguntar se gostam de alho"" kkkkkkkkk #MaisVoce","1"
"Eu em uma prova de sardinha em lata: Misturo a sardinha em lata no miojo e PRONTO! Temos uma MACARRONADA SARDINHESA 🍝 😂😂😂😂 #MasterChefBR","2"
"nunca passei tanto nervoso como hoje #MasterChefBR","0"
"Os votos de hoje serão contatos por socos na Miriam e no Leonardo. #MasterChefBR","1"
"Bom dia @user  @user @user @user adoro começar o dia com o #MaisVoce","2"
"Por favor, convide  #SamAlves no #AltasHoras de @user  @user. Agradeceria muito ver novamente meu ídolo nesse programa.","0"
"Aprendi no #maisvoce que garfo é um talher masculino e faca e colher são talheres femininos. Não sabia que talher tinha sexo.","1"
"@user Vou pegar esse voo só pra comer a comida da @user @user e @user #masterchefbr","2"
"O prato tá feio pra dedéu, Vítor. #MasterChefBR","0"
"Aqui em casa compramos muita sardinha! Não sabia que era luxo! #MasterChefBR","1"
"Ela é minha diva #VideoShowAoVivo","2"
"Sonhando com uma máquina dessa de passar e dobrar a roupa aqui em casa. #Maisvocê #OdeioPassarRoupa","0"
"Nao gosto de #passarroupa hoje em dia, imagina antigamente com esse dinossauro😾😹😹 #MaisVoce","1"
"Nossa mais o nariz do maluma é quilométrico. Kkkk mas mesmo assim é lindo. #thenoite","2"
"Olha a cara dele olhando as palavras da mae adotiva. To chorosa. #encontro","0"
"Olha a @user na Praça com a Velha Surda #TheNoite","1"
"#VideoShowAoVivo minha primeira vez no tweeter e meu comentário já saiu! Amei/essa tv globo é 10 vídeo show é meu amor! Ota e Joca amo vcs","2"
"a Mirian podia quebra a perna ne, so um pensamento, assim  #MasterChefBR","0"
"São Paulo 11h54 -  Globo #Encontro 9.8,  SBT #BomDiaECia 6.6,  Band #JogoAberto 3.3,  Record #HojeEmDia 3.0","1"
"#MaisVoce Meus olhos não saem da blusa da Ana, linda demaaais 😍😍😍 Nunca te pedi nada, manda essa blusa pra mim Ana. PLEASE!!! 😂😂😂☺☺☺","2"
"Eu tô com medo que o Douglas saia :( #MasterChefBR","0"
"MUITO BOM o #TheNoite com o @user e a Tania! Ri demais! @user @user","1"
"#MasterChefBr @user tá mais maravilhosa ainda hoje","2"
"A regra é clara, ""ovelha negra"" não tem nada a ver com racismo, tem a ver com lã mesmo... gente chata! #Encontro","0"
"#thenoite @user @user  Léo Lins já é um mito nas entrevistas das estrelas de Hollywood.","1"
"Prepara o coração. Agora que eu morro #MasterChefBR","2"
"Fé no pai que a Miriam sai  #MasterChefBR","0"
"Ota, Joca, vcs falando de sotaque, isso pq ainda não me ouviram falar BERNARDES !! 😬🙈  #VideoShowAoVivo","1"
"Já entrando no clima pro #MasterChefBR ! Hoje tem!","2"
"O moço querendo falar e a Fátima doida pra cortar por causa do tempo #Encontro","0"
"#MaisVoce FGTS não é descontado dos salários. Ele é uma obrigação da empresa.","1"
"Adorei essa senhora #Encontro","2"
"O QUE QUE É ISSO DESSA MIRIAN CONTESTANDO O FOGAÇA?!?!? WHAT THE FUCK #MasterChefBR","0"
"Daqui a pouco MASTERCHEF No Ar !!! assistindo a prévia com @user e @user   #MasterChefBR","1"
"@user Fiquei emocionada de ver a dona Ana e o seu carinho com ela. #altashoras","2"
"Mano olha esse @user sobre o jornalismo na... KKKKKKKKKKKKKKKKKKKKKKKK    #TheNoite","0"
"Galera 129 anos da ABOLIÇÃO DA ESCRAVATURA #ÉDeCasa","1"
"VIVER É MELHOR QUE SONHAR 🎶 A RAINHA #ConversaComBial","2"
"Um dos piores momentos do #MasterChefBR esse final, sim ou claro?","0"
"Yuko gente como a gente, queria usar o pênis, ficou duro, decepcionou, pensou em fazer picadinho do pênis mas deixou pra lá #MasterChefBR","1"
"O prato da @user ficou mais bonito que o da @user. Convenhamos. #MasterChefBR","2"
"O #Encontro promovendo pseudociência. LAMENTAVEL! #SandyNoEncontro #QuartaDetremuraSDV #QuartaComFenixSDV","0"
"Yuko como sempre vai ficar por último #MasterChefBR","1"
"A VOZ DA LUCEROOOOOO É A COISA MAIS LINDA QUE VOCÊS IRÃO OUVIR HOJE   #DomingoLegal","2"
"Dormi antes do #masterchefbr acabar,  foi a vida falando pra eu não assistir a decepção dessa eliminação 😢💔","0"
"Bora azulllllll #MasterChefBR","1"
"To rindo demaaais hahaha #TheNoite","2"
"""Homem q é homem n tem q lavar louça n""  MEU QUERIDO? EM QUE MUNDO VC VIVE??? #Encontro","0"
"23h45 - Globo 12.3, RecordTV 7.1, SBT 5.9, Band 5.8 #MasterChefBR","1"
"@user adorei saber mais sobre você! Não sabia que comia carne, legal isso de não ser radical #altashoras","2"
"Gente do céu, nem assisto mais o #AltasHoras por causa desse insuportável do Marco Luque, que cara bem sem graça. Tenho 100 tipos de nojo.","0"
"#MasterChefBR Viiuuuuuu Surra de Sorvete de cachaça de Jambu 😍 Chama ele aí pro #Allcolinária @user","1"
"Não lembro da atriz Isabel Ribeiro, taí mais um bom motivo p/ prestigiar o #MemóriaNacional, p/ conhecermos essas estrelas! #VídeoShowAoVivo","2"
"Poxa, o @user saiu ontem do. #MasterChefBR. Eu gostava das performances dele. Kkkk","0"
"Gente o treinador da @user hahahahah #MasterChefBR","1"
"Maiara e Maraisa cantando belchior ❤️❤️❤️   #ConversaComBial","2"
"Eu amo a Sandy, mas ela se veste muito mal, sempre com roupas de velha, que não valoriza ela.  #Encontro","0"
"Consolidados - SBT (17/05):  #TheNoite 4.4 #SBTNotícias I 3.2 #SBTNotícias II 2.6","1"
"Hora de levantar, arrumar a casa e me preparar pro melhor evento da minha semana: #MasterChefBr POOOORRAAAA! 😂❤😍","2"
"#MasterChefBR eu to bem triste 😭😢","0"
"O Brasil é uma rapariga mesmo #TheNoite","1"
"Padre Fábio está com a cadimia em dia #ConversaComBial","2"
"Eu nunca vi em nenhum programa participante sair por q se acidentou! Houve um sensacionalismo ali na hora! #MasterChefBr","0"
"tô dormindo de uniforme pra ajudar @user #ConversaComBial #MaiaraeMaraisaNoBial","1"
"Minha rotina de toda quarta-feira nos últimos dias: acordar,assistir #MasterChefBR  no YouTube. AMO o estagiário que acorda cedo pra postar.","2"
"Não acredito que hoje não sai nem Miriam e nem a Taize nem sei como escreve o nome da peste #MasterChefBR","0"
"medo de baratas: eu tenho, vc tem, paolla oliveira tem, todo mundo tem #VideoShowAoVivo","1"
"#eDeCasa Falar Sobre Mae 💓😍 tema Bom Demais","2"
"Não consigo mais ficar acordada pra ver #MasterChefBR","0"
"fernando foi o único que tomou uma cachaça de jambu e tá ali de boas #MasterChefBR","1"
"Paolla Maravilhosa como sempre ❤ #VideoShowAoVivo","2"
"Ainda bem que não assisti #MasterChefBR muito triste que o Vitor B saiu","0"
"Mas eu me mordo de ciuuuuuuumeees #TheNoite","1"
"Aí que tuuuudo @user no #VideoShowAoVivo","2"
"Acho q eh o fim da linha p o vigor b! #MasterChefBR","0"
"#MasterChefBR Alguém gosta de basquete? SDV","1"
"Amo o Vitor B. #odeioamirian #MasterChefBR","2"
"Uso da cor pra doutrinação partidária usando Bob Marley e maconha ?? #Encontro ou panfleto político partidário ?","0"
"Meu sonho é comer uma barca de açai ou de hambúrguer, batata, sei lá KKKKK 😍 #MaisVoce","1"
"Não tenho frescura pra comer e se a comida for de graça muito menos #MasterChefBR","2"
"Sai a Nayane e deixa o Vitor B  #MasterChefBR","0"
"Preciso dessa receita... Na minha mesa agora #MaisVoce","1"
"P. Fábio de Melo sempre impressionando !!  #conversacombial","2"
"MEU DEUS ME AJUDEM #DomingoLegal","0"
"""For compra o presente da minha mãe,e ninguém vai saber ""😂 pow criança é muito ingénua   #Encontro  @BoraPraTag  @belardo_SO  @Eulay18","1"
"O diretor do filme esteve ontem no #TheNoite com @user e fiquei com vontade de assistir. Parece ser muito bom #SigaORastro","2"
"To chocada com a bomba que a Sônia Abrão mandou agora no #ATardeESua sobre o #MasterChefBR 😱😱😱","0"
"Começou a reprise do #MasterChefBR.  Preciso assistir pq só vi o finalzinho terça feira.","1"
"#VideoShowAoVivo Fátima realmente é um exemplo de pessoa/mulher a ser seguido.","2"
"Que agoniiiiia #MasterChefBR","0"
"@user quando vai ter o jogo de panelas de novo?!  #MaisVocê","1"
"Antônia de Morais é das minhas! Salto alto, nunca mais!😁#VideoShowAoVivo","2"
"HAHA @user sentiu a falta dos #twitters hoje! "" - Vocês devem estar bem ocupados!!"" 📺👀😂 Eu também tô com vocês viu!!! #VídeoShowAoVivo","0"
"Quanta coisa da vida da Fátima que eu não  tinha visto #VideoShowAoVivo","1"
"Materia linda no #encontro ❤️","2"
"Obrigada #masterchefbr por me transformar num zumbie hoje! 😂😴","0"
"Agora Partiu Ver @user na globo em #ConversaComBial #MaiaraeMaraisaNoBial....","1"
"#VideoShowAoVivo parabens a vcs do video show a cada dia que passa vcs arrazao","2"
"mas que tema ridículo ein Fatima #Encontro","0"
"#VídeoShowAoVivo kkkk sei não essa mãe de leo e uma onda","1"
"A terceira música nem acabou, e eu já tô lembrando da gente fazendo amor... #MaiaraeMaraisaNoBial #ConversaComBial","2"
"O humor do Porta dos Fundos é de fundão mesmo. #TheNoite","0"
"Interessante esse prato hein #MasterChefBR","1"
"#BoletimDeSegunda o @user mostrando o fã clube do Lula. Berrooooooooo! 😂 #TheNoite @user @user.","2"
"Namaria tá de pijama?  #maisvoce","0"
"Faz patê de sardinha, galera 😂 #MasterChefBR","1"
"Eu amo #MasterChefBR isso é sério","2"
"#VídeoShowAoVivo ainda bem que avisaram, ananhã nem ligo na globo","0"
"#VideoShowAoVivo é a Fátima Bernardes.","1"
"Jamais ia saber que era a Viviane Pasmanter,que fazia esse personagem na novela,incrível. #MaisVoce","2"
"Por que a análise do Fogaça é quase sempre cortada? Fica aí o questionamento. #MasterChefBR","0"
"A palavra que sempre falo nas tercas na hora do #MasterChefBR é ""To Com Fome""✌","1"
"Adorei essa votação, bem mais emocionante #MasterChefBR","2"
"Como comemorar com uma eliminação entre Vitor B x Yuko? Não dá... QUE MERDAAAAAA #MasterChefBR","0"
"O gigantossauro personal da Kefera no masterchef hahahha #MasterChefBR","1"
"#MasterChefBR masterChef profissionais, gosto pq tem várias tretas","2"
"Pula pra agosto 😭😭😭  #DomingoLegal","0"
"#EDeCasa nossa !!!!","1"
"Não sei se o Vitor vai ganhar o #MasterChefBR, mas essa edição é todinha dele❤","2"
"Como essa mulher é grossa! Aff... Estupida! #encontro #forafatima","0"
"Vai ser o Melhor episódio do #MasterChefBR se a Mirian sair!","1"
"hj o #ConversaComBial é pra mim","2"
"Missão do dia: evitar spoilers #MasterchefBR","0"
"#SBTNotícias com as principais notícias do Brasil e do Mundo com @user! É logo após o #TheNoite! #NãoPercam","1"
"O Bial atacando o Pd. Fabio e ele dando uma surra de boas respostas! #conversacombial","2"
"Fiquei com pena do Victor B. #MasterChefBR","0"
"O que é o depoimento dessa mulher no #Encontro com #FátimaBernardes? Parece que ela ta recitando a lista da feira! 🤔","1"
"#MaisVocê mt engraçado @user dando bom dia pro louro","2"
"O MEU FAV SAIU AFSSSS NÃO ACREDITO #MasterChefBR","0"
"Tão dizendo que é  nina  #ConversaComBial","1"
"@user sempre linda!! ❤ #VideoShowAoVivo","2"
"#MasterChefBR vendo esses pratos da equipe azul eu ja estou ficando nervosa😞😞","0"
"Lucero eu tô tremendo Lucero #DomingoLegal","1"
"Rodrigo Santoro é uma influência de ator para mim. #ConversaComBial","2"
"Perdi #MasterChefBR não acreditooooo","0"
"Calabokinha pq começou o #MasterChefBR","1"
"Ana Luíza &amp; Débora 💚 #MasterChefBR","2"
"as cobras estão juntas destilando o veneno já #MasterChefBR","0"
"@user me surpreendendo em cada programa! #MasterChefBR","1"
"O filho do djavam,tem a mesma voz,linda voz!#encontro","2"
"Esse #ConversaComBial é quase a mesma coisa do programa do Jô, esperava algo mais original.","0"
"O quase filho ga Giuliana da #TerraNostra é o Zac da #RockStory  Sorry, não sei o nome do ator. =D #VideoShowAoVivo","1"
"#TheNoite  vai ser muito bom 30 anos da #praçaenossa @user","2"
"Nem acredito que vou ter que assistir o #MasterChefBr sem torcer por vc @user 😭😭 Deveria ter repescagem 😃😘😘","0"
"Consolidados - SBT (11/05):  #TheNoite 5.8 #SBTNotícias I 4.1 #SBTNoticias II 2.9","1"
"Exemplo de sobremesa: creme de cupuaçu. Delícia. #MasterChefBR","2"
"Passei a aula de física inteira cheirando meu casaco E ainda me julgam por causa disso #AltasHoras","0"
"#MasterChefBR ""um segundo pessoal, eu disse UM SEGUNDO, anda"" Quem concorda q a @user deveria tomar conta do relógio do ENEM? kkk","1"
"""Cada um que expulse o Diabo que criou."" Pde Fabio de Melo. Muito a refletir nessa frase #conversacombial","2"
"Hoje no #conversacombial vai estar o meu amado padre. Só q gente,olha só a hora desse programa.","0"
"Tem anos que não uso ferro que não passo roupa.  #MaisVocê","1"
"Tá fácil ficar lendo essas coisas no trabalho, sobre o #VideoShowAoVivo com a @user","2"
"#MasterChefBR eu teria que me trancar a sete chaves","0"
"#VideoShowAoVivo   Cláudia Raia","1"
"A YUKO É MUITO FOFA CARALHO VAI TOMAR NO CU #MasterChefBR","2"
"@user Quero meus lindos @user e @user de volta no #MasterChefBR  😭😭😭","0"
"Depois de hoje, tava na cara que o Vitor ia sair! #MasterChefBR","1"
"#altashoras a Sophia Abrahão é linda e a cara da Cláudia Raia","2"
"Verdade, saudade de ir no banheiro sozinha 😑 #altashoras #vidadeMae ❤","0"
"@user o que um unicórnio  come? Nuvem!!! #MaisVoce","1"
"Gente, amo inhoque e a Tais Araújo dispensando? Manda pra mim #namaria ! 😂😂😂😂 #maisvoce","2"
"Douglas é bem debochada, né? Preguiça #masterchefbr","0"
"Sempre q via a Maiara e Maraisa na propaganda do CD via uma mulher só e queria conhecer a outra. Aí descobri que são gêmeas #ConversaComBial","1"
"#altashoras @user Convide Eriberto Leão p/cantar""Hurricane-Furacão) p/que eu possa participar de convidado na platéia que será o melhor","2"
"Pega pega é o nome da nova novela das 7? A criatividade manda lembranças #MaisVoce","0"
"@user é um monstro neh ?👏👏👏 #ConversaComBial","1"
"@user sua linda te vi no @user com @user e amei sua história. #TheNoite","2"
"E dale porrada no #MasterChefBR . Não fez prato bom, leva um direto!!","0"
"Quem vai assistir #MasterchefBR agora também?","1"
"#Encontro.  Homem que é homem, não só lava a louça como cozinha também.  Companheirismo é a palavra. A questão não é ajudar.","2"
"Entendi a intenção dos 2 ringues mas achei meio brega e confuso #MasterChefBR","0"
"#MaisVocê pombo a passarinho 😂😂😂😂","1"
"É o tchaaaaan. Eu te amooo!!! #AltasHoras","2"
"MANO, VOU CHORAR #MasterChefBR","0"
"Esse cara de preto perto do tchan me representa muitooooo #AltasHoras","1"
"Eu serei uma velha jovem tipo a Ana Maria Braga! #MaisVoce","2"
"Triste em ver o V.B. saindo 😭😭😭 #MasterChefBR","0"
"Esse episódio foi foda,foi emocionante! #MasterChefBR","1"
"Paolla e o cachorro é a coisa mais fofa e LINDA desse mundo ❤ #VideoShowAoVivo","2"
"#Encontro Fui abusada na infância e até hj não consigo falar sobre o assunto. Muito menos perdoar os abusadores q já faleceram.","0"
"23h00 - Globo 19.5, SBT 8.8, RecordTV 6.2, Band 5.0 #MasterChefBR","1"
"Tiê maravilhosaaaaaaa no #Encontro 💙","2"
"E essa mulher fica mais 1 semana... #MasterChefBR","0"
"o problema da galera é q quando eles vão cozinhar algo pensando no norte, acho q eles tentam buscar o nordeste por ser proximo #MasterChefBR","1"
"De olho no....♡👀#VideoShowAoVivo","2"
"Melhor dia vai ser ver Leo e Miriam saindo juntinhos do #masterchefbr","0"
"#VideoShowAoVivo,melhor horário pra se almoçar é assistindo vocês","1"
"@user fala tão lindo, tem uma calmaria na voz 💜 #ConversaComBial","2"
"#MasterChefBR quem são os 20% q tão torcendo p time vermelho? Eu só tô vendo azul rsrsrs","0"
"Mano o povo está falando: Eu já falei vou repetir...  O que eu entendo :Eu já falei vou repetir é a Lucero que manda aqui   #DomingoLegal","1"
"Muito lindo o filho dele socorro #AltasHoras","2"
"Vou ficar tonta @user #conversacombial  #MasterChefBR","0"
"Tem gente impressionada por a mulher ter 9 filhos.... Minha vó teve 23 #Encontro","1"
"#Thenoite está maneiro hoje 🤙🏽#Maluma #danilogentili","2"
"@user Senti sua conversa c/Santoro sobre americanos em relação ao Trump foi mal informado e enviou a mensagem errada. #ConversaComBial 1/2","0"
"Isso é a Fátima Bernardes @user #VideoShowAoVivo","1"
"Minha Diva!!!!!! #Sandy  #Encontro","2"
"Porra que medo kkkkkkkkkkkkkk #TheNoite","0"
"Agora tem Carlos Alberto de Nóbrega comemorando os 30 Anos da ""#APraçaÉNossa"" 😂😂😘 no #TheNoite do @user no @user.","1"
"Já, já 📺 #NasNovelasDaNoiteSBT #CarinhaDeAnjo122😍 #Chiquititas171💙 Logo mais: #ProgramaDoRatinho  #CineEspetacular #TheNoite  @SBTonline.","2"
"#Encontro.  Tô tentando mas ainda não sei quem é Manoel. É ator?","0"
"Vai fala da Nina, aguenta coração #ConversaComBial","1"
"#VideoShowAoVivo  Progama mais do que show, amo esse progama, não perco por nem um dia.... #amo","2"
"O dia inteiro falando de NOVELAS, que bosta de  TV..............  #encontro","0"
"Gente, quero esse mapa astral da Sandy! Comofaz? #Encontro","1"
"Não estou sabendo lidar com o filho do Serginho puxando o ""vau vau"" pelo estúdio 😍 #altashoras","2"
"Sardinha com queijo??????? #MasterChefBR","0"
"#MasterChefBR vamos lá","1"
"Mônica  😍😍😍#VideoShowAoVivo","2"
"Coitado do Vitor B #MasterChefBR","0"
"""Todo PM sai de casa querendo salvar uma vida [...] ajudar alguém"", moço, Cabo Theodoro, vc tá numa utopia... #Encontro #EncontroComFatima","1"
"pe Fábio de Melo melhor pessoa  #ConversaComBial","2"
"Vitor ralou a tampa do dedo. Aquele descascador é potente, credo #MasterChefBR","0"
"#MasterChefBR começou! Hoje é dia de frango com batata doce.","1"
"Assistindo #conversacombial com o #padrefabiodemelo. Excelente #talkshow. Entrevista inteligência e com humor na medida certa.","2"
"leonardo cada dia mais invejoso  #MasterChefBR","0"
"Thomas e Valval se divertindo no #AltasHoras Fernanda, como sempre, super discreta. E sdd da D. Ana","1"
"Ain, céus. Olha essa foto como Jax. Minha nossa...❤#TheNoite","2"
"Nicolas Prattes, o Zack de Rock Story. Não mudou nada o resto de Terra Nostra pra cá. #VideoShowAoVivo","0"
"Ricardo Tozzi um homão desse #VideoShowAoVivo","1"
"Eu acho a coisa mais linda do mundo o Serginho falando e mostrando a família dele. Me emociona mesmo! #AltasHoras #AmorDeFamília","2"
"embuste da miriam ficou 😒#MasterChefBR","0"
"Já quero #DiegoDarksonMc no #VideoShowAoVivo","1"
"Vanessa da mata no #AltasHoras 😍 Amo muito ❤","2"
"Pena que recebo spoiler a cada tweet nessa timeline. #MasterChefBR","0"
"Vocês tão me matando de fome #MaisVoce","1"
"#MasterChefBR Ainda bem que os lutadores estão descontando a comida que não agradou nos bonecos viu!","2"
"Todo mundo odeia a Mírian #MasterChefBR","0"
"Que fome!! Quero!!! #maisvoce","1"
"AMO A YUKO E VOU DEFENDÊ-LA  #MasterChefBR","2"
"#MaisVocê Ana Maria nunca viu um ferro de passar...afff...","0"
"Imagina se aproveitam os ringues e alguns se pegam por ali? 🤔 #MasterChefBR","1"
"VEEEEM VERMELHOOOO #MasterChefBR","2"
"MEU AZUL TEM Q GANHAR #MasterChefBR","0"
"Impressão minha ou a Ana Maria falou dibrar ?? Kkkkkkk #MaisVoce","1"
"Essa história sobre adoção no #Encontro fazendo nós chorar litros.","2"
"Deixou a moça no vácuo #MaisVocê","0"
"A roteirista do #MaisVoce hoje é a @user repassem","1"
"AMEI AAAA MEU CRUSH TÁ AINDA NA COMPETIÇÃO AAA #MasterChefBR","2"
"Fui assistir #MasterChefBR ontem, dormi e agora descobri que meu Vitor saiu AAAAAAAAAAAAAAAAAAAAAA","0"
"#VideoShowAoVivo eae, vamo falar da #DiretasJá ?!!!","1"
"Braulio Bessa, que homem!!! #Encontro #DiadasMães ❤️","2"
"Aquarela bxjsjdjjwjs eu tô tremendo  #DomingoLegal","0"
"É O Tchan No #AltasHoras","1"
"Admiro essas mulheres que fazem parto natural. #AltasHoras","2"
"@user Nao faz assim, fica c nós!!!!! #MasterChefBr","0"
"NaMaria já mandou o recado: parem com o bullying com a Taís. #maisvoce","1"
"#TheNoite  o melhor quadro, Mestre mandou .","2"
"Eu não entendi uma coisa. No prato do Fabrizio só tinha o tomate de bom e no da Yuko tava tudo gostoso. Pq ele subiu?  #MasterChefBR","0"
"Lua tá parecendo filha da Fátima #LuaBlancoNoEncontro #Encontro","1"
"Adorei Maiara e Maraisa no programa do Bial, maravilhosas! #ConversaComBial","2"
"Coloca esse frango no forno logo, @user. #masterchefbr","0"
"@user que horas vc chega em Belém/Aeroporto? Quero ir lá bater uma foto com vc. #VideoShowAoVivo","1"
"Amando cada pedacinho dessa entrevista com minha diva Fátima #VideoShowAoVivo","2"
"O prato de hoje é esse vomito selado com esse gorfo verde etc #MasterChefBR","0"
"Comida para passarinho #MasterChefBR","1"
"Mayara e Maraysa Cantando Elis Regina no #conversacomBial manoooo 😍😍😍😍😍😍😍❤❤❤❤❤❤❤❤❤","2"
"#ConversaComBial poderia interagir com o público! #UmaIdeia #SóAcho","0"
"Vamos tomar um café com notícia boa? É no #MaisVoce","1"
"#MasterChefBR amo esse programa.! Ana Paula me manda um bjo, gosto muito de vc.","2"
"A Ana Maria está apresentando o #MaisVoce ou o Note e Anote? Kkkkk","0"
"Me avisem quando começar A PRÉVIA? #MasterChefBR","1"
"Isso sim é exclusivo, Carlos Alberto vai virar youtuber.. 🙌🙌 @user #TheNoite #APraçaéNossa","2"
"#MasterChefBr vai Fogaça, vai caralho ~Carosella Voice","0"
"Flora e Donatela depois de 40 anos cantando Beijinho Doce na Rede Globo #Encontro","1"
"O poeta tem um olhar sobre o mundo que às vezes muitas pessoas não tem. O olhar crítico e filosófico ao seu redor, sobre tudo... ❤ #Encontro","2"
